,mean,amin,amax,median,std,var
1,0.03468749951571226,0.03374999761581421,0.036249998956918716,0.03437500074505806,0.0010364451009687282,1.074218447322077e-06
2,0.03843749966472387,0.03500000014901161,0.044999998062849045,0.03687500022351742,0.004086466924870798,1.6699211928063e-05
3,0.03312499960884452,0.027499999850988388,0.03999999910593033,0.03249999973922968,0.004800715939645577,2.3046873533167115e-05
4,0.0393749987706542,0.03374999761581421,0.04624999687075615,0.038750000298023224,0.005191639560030939,2.6953121321278244e-05
5,0.03812499949708581,0.029999999329447746,0.051249999552965164,0.035624999552965164,0.008028270644428938,6.445312954019944e-05
6,0.040624999441206455,0.03500000014901161,0.051249999552965164,0.03812499903142452,0.00640434421054721,4.101562476716957e-05
7,0.052812498062849045,0.044999998062849045,0.05999999865889549,0.05312499776482582,0.00575373558023103,3.310547312721651e-05
8,0.0768750011920929,0.06750000268220901,0.08375000208616257,0.078125,0.006643839352694854,4.4140601344416774e-05
9,0.10343749821186066,0.08624999970197678,0.12999999523162842,0.09874999895691872,0.016544800018593236,0.0002737304076552427
10,0.16062499955296516,0.13124999403953552,0.1899999976158142,0.16062500327825546,0.02240431055666032,0.000501953131519281
11,0.19468750059604645,0.18125000596046448,0.20624999701976776,0.19562499970197678,0.009737770429053166,9.48241729289423e-05
12,0.22749999538064003,0.2150000035762787,0.23874999582767487,0.22812499105930328,0.009312285885655736,8.671866841618303e-05
13,0.27031249552965164,0.26249998807907104,0.28125,0.26874999701976776,0.007308766136711115,5.341806244113512e-05
14,0.2978125065565109,0.2462500035762787,0.36000001430511475,0.29250000417232513,0.041929772335703976,0.0017581058081239664
15,0.36625000089406967,0.3525000214576721,0.39499998092651367,0.35875000059604645,0.0170018235650405,0.00028906200453676645
16,0.40031249821186066,0.36375001072883606,0.4624999761581421,0.38750000298023224,0.03745177965031885,0.0014026357989760374
17,0.4281249865889549,0.3962499797344208,0.47499996423721313,0.4206250011920929,0.029401575790532937,0.0008644526589664525
18,0.4593749865889549,0.4424999952316284,0.4937499761581421,0.4506249874830246,0.020126546266119646,0.0004050778646022546
19,0.465937502682209,0.41499999165534973,0.518750011920929,0.4650000035762787,0.03736826789360366,0.0013963874453681302
20,0.5093749910593033,0.47374996542930603,0.5337499976158142,0.5150000005960464,0.02477241319291379,0.0006136724554004491
21,0.5203125029802322,0.48500001430511475,0.5562499761581421,0.5200000107288361,0.025941250189587223,0.0006729484613987591
22,0.5509374886751175,0.5450000166893005,0.5562499761581421,0.5512499809265137,0.003989718024310097,1.5917849913504867e-05
23,0.5662499815225601,0.550000011920929,0.5824999809265137,0.5662499666213989,0.015637480090925745,0.0002445307835940991
24,0.5556249916553497,0.5275000333786011,0.5737500190734863,0.5606249570846558,0.017555701852549715,0.00030820266753561754
25,0.5550000071525574,0.5274999737739563,0.5987499952316284,0.5468750298023224,0.026560660915675254,0.0007054687082774791
26,0.5587500035762787,0.5525000095367432,0.5637500286102295,0.559374988079071,0.004592801054468876,2.1093821525930423e-05
27,0.554999977350235,0.5262500047683716,0.5762499570846558,0.5587499737739563,0.01860357233476895,0.0003460929036149807
28,0.5556250065565109,0.512499988079071,0.5900000333786011,0.5600000023841858,0.02776155484529432,0.0007707039274282845
29,0.5628124922513962,0.5362499952316284,0.5787500143051147,0.5681249797344208,0.01623497260089607,0.00026357433535184605
30,0.5728124976158142,0.5487500429153442,0.6162499785423279,0.5631249845027924,0.027090329067568617,0.0007338859289891531
31,0.5524999797344208,0.5174999833106995,0.5837500095367432,0.5543749630451202,0.02596573872328819,0.0006742195874460677
32,0.5349999964237213,0.5199999809265137,0.5412499904632568,0.5393750071525574,0.008794535988276517,7.734386324909082e-05
33,0.5325000062584877,0.48625001311302185,0.5637500286102295,0.5399999916553497,0.03213739489392721,0.0010328121505682186
34,0.5287500023841858,0.518750011920929,0.5349999666213989,0.5306250154972076,0.006059587895169518,3.671860545928496e-05
35,0.5278125107288361,0.5074999928474426,0.5400000214576721,0.5318750143051147,0.012574006792553171,0.00015810564681917327
36,0.5384375005960464,0.5162500143051147,0.5699999928474426,0.5337499976158142,0.02081117759726461,0.0004331051129848884
37,0.5262499749660492,0.4962499737739563,0.5387499928474426,0.5349999666213989,0.01738803630731566,0.00030234380662452764
38,0.5353124886751175,0.5199999809265137,0.5550000071525574,0.5331249833106995,0.012759046161461288,0.00016279325895030006
39,0.533437505364418,0.5200000405311584,0.543749988079071,0.5349999964237213,0.008586624941521683,7.373012788636224e-05
40,0.5434375256299973,0.5287500023841858,0.5487500429153442,0.5481250286102295,0.008495187360293047,7.216820828648274e-05
