actor_critic/actor_loss,actor_critic/critic_loss,stats_g/mean,stats_g/std,stats_o/mean,stats_o/std,test/avg_episode_reward,test/episode,test/mean_Q_val,test/success_rate,train/avg_episode_reward,train/episode,train/success_rate
1.5607997,0.0076193945,0.84440476,0.09532531,0.20398742,0.05432025,-47.8125,10.0,-2.9516368,0.0437500006519258,-48.32375,50.0,0.032499999506399035
1.7892082,0.005316017,0.8436735,0.09440207,0.20369,0.052280102,-49.05625,20.0,-4.8283844,0.018750000279396772,-47.66625,100.0,0.0462499987334013
1.9975386,0.004800645,0.84411764,0.093603484,0.20371668,0.053445317,-48.75,30.0,-6.619479,0.02500000037252903,-47.8475,150.0,0.04124999907799065
2.1933055,0.0048639528,0.84466857,0.093875736,0.20373227,0.054908987,-48.125,40.0,-8.447325,0.03750000102445483,-48.177498,200.0,0.038749999133870006
2.3822732,0.00541017,0.84470016,0.09435269,0.20363787,0.056917172,-46.2125,50.0,-9.614781,0.08125000121071935,-48.15875,250.0,0.035000000381842256
2.569964,0.00674417,0.8446419,0.095904656,0.20350899,0.059918128,-46.818752,60.0,-10.378752,0.07500000158324838,-48.1175,300.0,0.04249999928288162
2.7551541,0.009789811,0.84439087,0.09788386,0.20355695,0.067028835,-46.49375,70.0,-11.661871,0.09375000186264515,-46.62375,350.0,0.07875000103376806
2.9332547,0.016056005,0.8446994,0.10042427,0.20354958,0.07333472,-45.293747,80.0,-12.422911,0.11250000400468707,-45.747498,400.0,0.09874999430030584
3.1016955,0.02676874,0.8453316,0.10275666,0.20362134,0.07993536,-41.46875,90.0,-11.331318,0.23125000158324838,-44.2025,450.0,0.165
3.2512143,0.04153467,0.8452924,0.10476936,0.20352516,0.08688112,-37.16875,100.0,-10.922852,0.34375,-42.57625,500.0,0.20124999
3.3800678,0.058516093,0.84521383,0.106549226,0.20340894,0.09158958,-32.625,110.0,-9.896158,0.4562500063329935,-41.6625,550.0,0.24624999
3.4891527,0.07536518,0.8452752,0.107387714,0.20330478,0.09519165,-28.8,120.0,-9.265878,0.54375005,-39.37625,600.0,0.30124998
3.580444,0.0912145,0.8453571,0.10838652,0.20329638,0.09867311,-27.34375,130.0,-9.352468,0.58125,-38.091248,650.0,0.35750002
3.6566684,0.10572624,0.84536463,0.10876893,0.20310663,0.10102575,-23.75,140.0,-7.2528353,0.6375,-36.67375,700.0,0.37625
3.7177937,0.118395835,0.8453718,0.10878309,0.20312956,0.1021957,-24.18125,150.0,-8.613393,0.63125,-34.021248,750.0,0.44375002
3.7676475,0.12843738,0.8455141,0.10874823,0.20325497,0.10256883,-20.4375,160.0,-8.262144,0.73125,-32.34375,800.0,0.4775
3.8076973,0.13662541,0.84552914,0.10857252,0.20331772,0.10281342,-19.14375,170.0,-8.021365,0.7625,-31.498749,850.0,0.5075
3.8401687,0.14313754,0.8455236,0.10834446,0.20332834,0.102918655,-19.425,180.0,-8.886545,0.76250005,-30.25625,900.0,0.53874993
3.8675587,0.14843094,0.8458712,0.108422376,0.20341648,0.103202544,-15.0625,190.0,-6.656499,0.84375,-31.49375,950.0,0.50625
3.8917823,0.15306464,0.8459119,0.1085152,0.20359421,0.10369358,-13.5625,200.0,-6.078604,0.875,-29.498749,1000.0,0.57000005
