,mean,amin,amax,median,std,var
1,0.003124999930150807,0.0024999999441206455,0.0037499999161809683,0.003124999930150807,0.0006249999860301614,3.906249825377019e-07
2,0.0037499999161809683,0.0037499999161809683,0.0037499999161809683,0.0037499999161809683,0.0,0.0
3,0.0024999999441206455,0.0012499999720603228,0.0037499999161809683,0.0024999999441206455,0.0012499999720603228,1.5624999301508077e-06
4,0.0024999999441206455,0.0024999999441206455,0.0024999999441206455,0.0024999999441206455,0.0,0.0
5,0.00874999980442226,0.007499999832361937,0.009999999776482582,0.00874999980442226,0.0012499999720603228,1.5624999301508077e-06
6,0.016249999403953552,0.016249999403953552,0.016249999403953552,0.016249999403953552,0.0,0.0
7,0.014999999664723873,0.013749999925494194,0.016249999403953552,0.014999999664723873,0.001249999739229679,1.5624993480742658e-06
8,0.023749999701976776,0.016249999403953552,0.03125,0.023749999701976776,0.007500000298023224,5.625000447034845e-05
9,0.023125000298023224,0.01875000074505806,0.027499999850988388,0.023125000298023224,0.004374999552965164,1.9140621088445386e-05
10,0.03999999910593033,0.03374999761581421,0.04625000059604645,0.03999999910593033,0.006250001490116119,3.906251862645371e-05
11,0.051874998956918716,0.04749999940395355,0.05624999850988388,0.051874998956918716,0.004374999552965164,1.9140621088445386e-05
12,0.07000000029802322,0.06624999642372131,0.07375000417232513,0.07000000029802322,0.0037500038743019104,1.4062529057279338e-05
13,0.08187499642372131,0.07999999821186066,0.08374999463558197,0.08187499642372131,0.0018749982118606567,3.51561829448066e-06
14,0.08124999515712261,0.0612499974668026,0.10124999284744263,0.08124999515712261,0.019999997690320015,0.00039999990761280593
15,0.09375,0.09125000238418579,0.09624999761581421,0.09375,0.002499997615814209,6.249988079076729e-06
16,0.10062500089406967,0.0949999988079071,0.10625000298023224,0.10062500089406967,0.005625002086162567,3.164064846933323e-05
17,0.1368749961256981,0.1274999976158142,0.14624999463558197,0.1368749961256981,0.00937499850988388,8.789059706032498e-05
18,0.12812498956918716,0.11624999344348907,0.13999998569488525,0.12812498956918716,0.01187499612569809,0.00014101553298534464
19,0.13437500596046448,0.1274999976158142,0.14125001430511475,0.13437500596046448,0.0068750083446502686,4.7265739739010826e-05
20,0.12812500074505806,0.11874999850988388,0.13750000298023224,0.12812500074505806,0.009375002235174179,8.789066690952085e-05
21,0.14562499523162842,0.13124999403953552,0.1599999964237213,0.14562499523162842,0.014375001192092896,0.00020664065927267217
22,0.16687500476837158,0.16375000774860382,0.17000000178813934,0.16687500476837158,0.0031249970197677612,9.76560637355739e-06
23,0.15812499821186066,0.15000000596046448,0.16624999046325684,0.15812499821186066,0.00812499225139618,6.601549908524795e-05
24,0.1393750011920929,0.13249999284744263,0.14625000953674316,0.1393750011920929,0.0068750083446502686,4.7265739739010826e-05
25,0.14249999821186066,0.14124999940395355,0.14374999701976776,0.14249999821186066,0.0012499988079071045,1.5624970197691823e-06
26,0.13875000178813934,0.12000000476837158,0.1574999988079071,0.13875000178813934,0.01874999701976776,0.00035156238824129993
27,0.15562500059604645,0.14499999582767487,0.16625000536441803,0.15562500059604645,0.010625004768371582,0.00011289072632791886
28,0.17937500029802322,0.17125000059604645,0.1875,0.17937500029802322,0.008124999701976776,6.60156201571227e-05
29,0.14374999701976776,0.13624998927116394,0.15125000476837158,0.14374999701976776,0.007500007748603821,5.625011622911735e-05
30,0.13749999552965164,0.12999999523162842,0.14499999582767487,0.13749999552965164,0.007500000298023224,5.625000447034845e-05
31,0.16874999552965164,0.16375000774860382,0.17374998331069946,0.16874999552965164,0.004999987781047821,2.4999877810627513e-05
32,0.16437499970197678,0.1574999988079071,0.17125000059604645,0.16437499970197678,0.006875000894069672,4.7265637293458784e-05
33,0.15000000596046448,0.13500000536441803,0.16500000655651093,0.15000000596046448,0.015000000596046448,0.0002250000178813938
34,0.14937499910593033,0.13750000298023224,0.16124999523162842,0.14937499910593033,0.01187499612569809,0.00014101553298534464
35,0.15562500059604645,0.13500000536441803,0.17624999582767487,0.15562500059604645,0.020624995231628418,0.000425390428304695
36,0.16062500327825546,0.14625000953674316,0.17499999701976776,0.16062500327825546,0.014374993741512299,0.00020664044506851775
37,0.1706250086426735,0.16250000894069672,0.17875000834465027,0.1706250086426735,0.008124999701976776,6.60156201571227e-05
38,0.16062499582767487,0.1537500023841858,0.16749998927116394,0.16062499582767487,0.006874993443489075,4.7265534848017765e-05
39,0.15562500059604645,0.14625000953674316,0.16499999165534973,0.15562500059604645,0.009374991059303284,8.78904573620165e-05
40,0.1537499949336052,0.12999999523162842,0.17749999463558197,0.1537499949336052,0.023749999701976776,0.000564062485843897
41,0.15437498688697815,0.13999998569488525,0.16874998807907104,0.15437498688697815,0.014375001192092896,0.00020664065927267217
42,0.16312500089406967,0.15000000596046448,0.17624999582767487,0.16312500089406967,0.013124994933605194,0.000172265492007162
43,0.16062499582767487,0.1587499976158142,0.16249999403953552,0.16062499582767487,0.0018749982118606567,3.51561829448066e-06
44,0.1681250035762787,0.1537500023841858,0.18250000476837158,0.1681250035762787,0.014375001192092896,0.00020664065927267217
45,0.1743749976158142,0.1599999964237213,0.1887499988079071,0.1743749976158142,0.014375001192092896,0.00020664065927267217
46,0.16062500327825546,0.15000000596046448,0.17125000059604645,0.16062500327825546,0.010624997317790985,0.00011289056800306563
47,0.16562500596046448,0.16500000655651093,0.16625000536441803,0.16562500596046448,0.0006249994039535522,3.906242549422956e-07
48,0.15437499433755875,0.14124999940395355,0.16749998927116394,0.15437499433755875,0.013124994933605194,0.000172265492007162
49,0.1550000011920929,0.14625000953674316,0.16374999284744263,0.1550000011920929,0.008749991655349731,7.656235396868993e-05
50,0.14999999850988388,0.14624999463558197,0.1537500023841858,0.14999999850988388,0.0037500038743019104,1.4062529057279338e-05
51,0.14375001192092896,0.14250001311302185,0.14500001072883606,0.14375001192092896,0.0012499988079071045,1.5624970197691823e-06
52,0.15937499701976776,0.1525000035762787,0.16624999046325684,0.15937499701976776,0.006874993443489075,4.7265534848017765e-05
53,0.15625,0.15000000596046448,0.16249999403953552,0.15625,0.0062499940395355225,3.906242549422956e-05
54,0.14499999582767487,0.1274999976158142,0.16249999403953552,0.14499999582767487,0.017499998211860657,0.0003062499374151262
55,0.1381250023841858,0.1287499964237213,0.14750000834465027,0.1381250023841858,0.009375005960464478,8.789073675874448e-05
56,0.13124999403953552,0.1274999976158142,0.13499999046325684,0.13124999403953552,0.0037499964237213135,1.406247317792264e-05
57,0.1368750035762787,0.13375000655651093,0.14000000059604645,0.1368750035762787,0.0031249970197677612,9.76560637355739e-06
58,0.12187499552965164,0.12124998867511749,0.12250000238418579,0.12187499552965164,0.0006250068545341492,3.906335682146711e-07
59,0.1393749937415123,0.13374999165534973,0.14499999582767487,0.1393749937415123,0.005625002086162567,3.164064846933323e-05
60,0.1381249949336052,0.11249999701976776,0.16374999284744263,0.1381249949336052,0.025624997913837433,0.0006566405180841728
61,0.13312499970197678,0.1262499988079071,0.14000000059604645,0.13312499970197678,0.006875000894069672,4.7265637293458784e-05
