,mean,amin,amax,median,std,var
1,-47.04399948120117,-47.55249786376953,-46.62999725341797,-46.942501068115234,0.31327290615646974,0.0981399137317203
2,-46.47649993896484,-46.88624954223633,-45.938751220703125,-46.48749923706055,0.3539727985476812,0.1252967421116773
3,-46.823500061035155,-47.056251525878906,-46.48250198364258,-46.87874984741211,0.20155081426594537,0.04062273073126561
4,-46.27300033569336,-47.14374923706055,-45.5,-46.05750274658203,0.5858734914795815,0.3432477480184752
5,-45.57250061035156,-46.04875183105469,-44.5625,-45.88249969482422,0.5415725887046274,0.2933008688362316
6,-43.458499145507815,-45.04374694824219,-42.15374755859375,-43.42250061035156,0.9321457008154711,0.8688956075487658
7,-38.70650100708008,-42.39875030517578,-35.78125,-37.83125305175781,2.387203068080358,5.698738488252275
8,-32.646249771118164,-38.68250274658203,-27.998748779296875,-30.862499237060547,3.720099658995289,13.839141472856863
9,-27.4375,-30.352500915527344,-25.52750015258789,-26.267498016357422,1.882080256989956,3.5422260937513785
10,-25.17400016784668,-28.092500686645508,-23.05875015258789,-24.051250457763672,2.0033246737546753,4.013309748474276
11,-23.4060001373291,-25.896249771118164,-21.647499084472656,-22.736251831054688,1.612957983457365,2.6016334563988495
12,-21.68450012207031,-22.900001525878906,-20.083749771118164,-21.462499618530273,0.9950539880916627,0.9901324392171228
13,-20.972750091552733,-22.293750762939453,-19.917499542236328,-21.136249542236328,0.8095431960365165,0.6553601862490177
14,-19.58974952697754,-20.701250076293945,-17.741249084472656,-19.923748016357422,0.9920884210269153,0.984239435135678
15,-19.12125015258789,-19.516250610351562,-18.73999786376953,-19.136249542236328,0.3078511238486787,0.09477231445489451
16,-18.7814998626709,-19.397499084472656,-18.50749969482422,-18.698749542236328,0.32116676935078,0.10314809373521712
17,-18.639249420166017,-19.099998474121094,-18.006250381469727,-18.56624984741211,0.38286891233804055,0.1465886040349142
18,-18.40399932861328,-18.654998779296875,-18.119998931884766,-18.450000762939453,0.2092895583461205,0.043802119232714175
19,-18.008499145507812,-18.869998931884766,-17.631248474121094,-17.84749984741211,0.43881613192911406,0.19255959764122962
20,-17.96850128173828,-18.635000228881836,-17.510000228881836,-17.888751983642578,0.38848996608839037,0.15092445375135868
