,mean,amin,amax,median,std,var
1,0.060500001162290575,0.05375000089406967,0.07375000417232513,0.06000000238418579,0.007314370516220482,5.3500016048555476e-05
2,0.06749999895691872,0.0612499974668026,0.07374999672174454,0.06875000149011612,0.004873396920148342,2.3749997541311353e-05
3,0.0627499982714653,0.057499997317790985,0.06875000149011612,0.0625,0.004769696613166861,2.2750005781655425e-05
4,0.0747499980032444,0.05999999865889549,0.08749999850988388,0.07375000417232513,0.009981232070101232,9.962499363721733e-05
5,0.09475000053644181,0.07499999552965164,0.10750000178813934,0.10000000149011612,0.011947804098200935,0.00014275002276898705
6,0.15650000274181367,0.13124999403953552,0.17625001072883606,0.1574999988079071,0.016074051265841723,0.0002583751240969079
7,0.3199999988079071,0.27125000953674316,0.38999998569488525,0.32124999165534973,0.04391752891656273,0.001928749346137124
8,0.5322499990463256,0.4775000214576721,0.6037499904632568,0.5374999642372131,0.04220781070214266,0.0017814992842679089
9,0.6697500228881836,0.5887500047683716,0.7224999666213989,0.6887500286102295,0.0514866461338409,0.0026508747301113543
10,0.7215000033378601,0.6737500429153442,0.7737500071525574,0.7149999737739563,0.042148547080314326,0.0017765000209814732
11,0.7959999918937684,0.768750011920929,0.8224999904632568,0.8012499809265137,0.02184318915590231,0.00047712491250052837
12,0.8320000171661377,0.7912499904632568,0.8650000095367432,0.8287500143051147,0.02529329167341111,0.0006397506036762479
13,0.8647500038146972,0.8400000333786011,0.887499988079071,0.8662499785423279,0.016647063457740193,0.00027712472176602885
14,0.8944999694824218,0.872499942779541,0.9199999570846558,0.8962500095367432,0.017295235257202127,0.00029912516260196756
15,0.8957499980926513,0.8787500262260437,0.9074999690055847,0.8987500071525574,0.009765997990944119,9.537471675912456e-05
16,0.9204999923706054,0.9112499952316284,0.9299999475479126,0.9212499856948853,0.00640311533839921,4.099988603684323e-05
17,0.9184999704360962,0.9099999666213989,0.9262499809265137,0.9187499284744263,0.00520816799164192,2.7125013829163433e-05
18,0.9312499761581421,0.9187499284744263,0.9412499666213989,0.9299999475479126,0.008477941304352287,7.187548876004257e-05
19,0.9292499780654907,0.92249995470047,0.9437500238418579,0.9249999523162842,0.007648557044493468,5.850042486287066e-05
20,0.9292499899864197,0.9087499380111694,0.9399999976158142,0.9312500357627869,0.011252795306646187,0.00012662540221327845
